X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
1,4,1,0.04634911967,675297.772607978,673181.898989654,674911.000196141,674381.011370635,0.04634911967,0,2020.41813175465,2020.46448087432,210400000,SARS2-CoV/Belgium/Human/rega-0619917,VlaamsBrabant,VlaamsBrabant,3000,3000
4,5,3,0.02132136612,675173.418364892,673508.013239731,675033.025780451,672976.815017649,0.0217589557305,0.0004375896105,2020.41856934426,2020.43989071038,210400000,hCoV-19/Belgium/rega-0710751/2020|EPI_ISL_522350|2020-06-10|Europe,VlaamsBrabant,VlaamsBrabant,3000,3000
6,43,44,0.06330543627,693240.164620777,709508.856863321,648376.748394235,747511.087453646,0.06330543627,0,2020.07466934426,2020.13797478053,210400000,NA,Limburg,Liège,3580,4633
8,44,45,0.02047456373,648376.748394235,747511.087453646,644051.181132539,768432.691791672,0.08378,0.06330543627,2020.13797478053,2020.15844934426,210400000,NA,Liège,Liège,4633,4837
9,45,47,0.0018,644051.181132539,768432.691791672,643473.89189973,766643.448266294,0.08558,0.08378,2020.15844934426,2020.16024934426,210400000,NA,Liège,Liège,4837,4837
13,47,9,0.0282752459,643473.89189973,766643.448266294,715436.660865896,679091.738131848,0.1138552459,0.08558,2020.16024934426,2020.18852459016,210400000,hCoV-19/Belgium/CS-031052/2020|EPI_ISL_418800|2020-03-10|Europe,Liège,Antwerpen,4837,2275
14,47,48,0.0018,643473.89189973,766643.448266294,643473.89189973,766643.448266294,0.08738,0.08558,2020.16024934426,2020.16204934426,210400000,NA,Liège,Liège,4837,4837
16,48,51,0.01998,643473.89189973,766643.448266294,646345.011183456,760268.152400577,0.10736,0.08738,2020.16204934426,2020.18202934426,210400000,NA,Liège,Liège,4837,4831
17,49,10,0.000215081967299996,643463.438527451,766645.552231701,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,210400000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4837,4837
18,49,50,0.01114,643463.438527451,766645.552231701,646497.302967475,761907.116539469,0.10019,0.08905,2020.16371934426,2020.17485934426,210400000,NA,Liège,Liège,4837,4830
19,50,12,0.00273628415299998,646497.302967475,761907.116539469,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,210400000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
20,50,11,4.04371579998397e-06,646497.302967475,761907.116539469,646493.909925834,761897.869017124,0.1001940437158,0.10019,2020.17485934426,2020.17486338798,210400000,hCoV-19/Belgium/SJ-030583/2020|EPI_ISL_420339|2020-03-05|Europe,Liège,Liège,4830,4830
21,51,52,0.01366,646345.011183456,760268.152400577,646179.341286131,760830.924537511,0.12102,0.10736,2020.18202934426,2020.19568934426,210400000,NA,Liège,Liège,4831,4831
22,51,62,0.00184999999999999,646345.011183456,760268.152400577,646055.139940859,760924.62596938,0.10921,0.10736,2020.18202934426,2020.18387934426,210400000,NA,Liège,Liège,4831,4831
24,52,54,0.00184999999999999,646179.341286131,760830.924537511,646055.139940859,760924.62596938,0.12287,0.12102,2020.19568934426,2020.19753934426,210400000,NA,Liège,Liège,4831,4831
25,53,14,0.01704005464,640147.925583044,750253.549823467,642112.665728738,755868.819934431,0.16850005464,0.15146,2020.22612934426,2020.2431693989,210400000,hCoV-19/Belgium/ULG-10028/2020|EPI_ISL_421202|2020-03-30|Europe,Liège,Liège,4860,4802
28,54,56,0.00820000000000001,646055.139940859,760924.62596938,646091.925463287,760689.011927823,0.13107,0.12287,2020.19753934426,2020.20573934426,210400000,NA,Liège,Liège,4831,4831
29,55,16,1.42076501599975e-05,659883.543930043,756517.23045298,640989.801527706,774214.695192724,0.12478420765016,0.12477,2020.19943934426,2020.19945355191,210400000,hCoV-19/Belgium/ULG-6743/2020|EPI_ISL_418627|2020-03-14|Europe,Limburg,Liège,3793,4837
30,55,15,1.42076501599975e-05,659883.543930043,756517.23045298,659885.548568025,756524.742886876,0.12478420765016,0.12477,2020.19943934426,2020.19945355191,210400000,hCoV-19/Belgium/ULG-6842/2020|EPI_ISL_447121|2020-03-14|Europe,Limburg,Limburg,3793,3793
32,56,57,0.02205,646091.925463287,760689.011927823,643620.408453029,754683.799321672,0.15312,0.13107,2020.20573934426,2020.22778934426,210400000,NA,Liège,Liège,4831,4800
33,57,18,0.03177349727,643620.408453029,754683.799321672,629899.724958203,753687.389572072,0.18489349727,0.15312,2020.22778934426,2020.25956284153,210400000,hCoV-19/Belgium/ULG-10052/2020|EPI_ISL_424657|2020-04-05|Europe,Liège,Liège,4800,4900
34,57,58,0.00164592136399999,643620.408453029,754683.799321672,643621.417236499,754508.604976494,0.154765921364,0.15312,2020.22778934426,2020.22943526562,210400000,NA,Liège,Liège,4800,4800
35,58,59,0.0003540786357,643621.417236499,754508.604976494,643561.563872282,754673.50712677,0.1551199999997,0.154765921364,2020.22943526562,2020.22978934426,210400000,NA,Liège,Liège,4800,4800
37,59,20,0.03523797814,643561.563872282,754673.50712677,652017.218647944,739772.244642659,0.1903579781397,0.1551199999997,2020.22978934426,2020.2650273224,210400000,hCoV-19/Belgium/ULG-10132/2020|EPI_ISL_427377|2020-04-07|Europe,Liège,Liège,4800,4040
39,60,21,0.03061797814,643582.355431331,754724.14052291,650522.756497308,732809.047279166,0.1903579781397,0.1597399999997,2020.23440934426,2020.2650273224,210400000,hCoV-19/Belgium/ULG-10120/2020|EPI_ISL_427368|2020-04-07|Europe,Liège,Liège,4800,4430
40,60,61,0.06302,643582.355431331,754724.14052291,643925.699248069,754837.897870157,0.2227599999997,0.1597399999997,2020.23440934426,2020.29742934426,210400000,NA,Liège,Liège,4800,4800
41,61,23,0.0003848633878,643925.699248069,754837.897870157,643959.049850983,754891.481382912,0.2231448633875,0.2227599999997,2020.29742934426,2020.29781420765,210400000,hCoV-19/Belgium/ULG-10166/2020|EPI_ISL_447160|2020-04-19|Europe,Liège,Liège,4800,4800
42,61,22,0.06049415301,643925.699248069,754837.897870157,638372.420047356,748648.305347315,0.2832541530097,0.2227599999997,2020.29742934426,2020.35792349727,210400000,hCoV-19/Belgium/ULG-10187/2020|EPI_ISL_455975|2020-05-11|Europe,Liège,Liège,4800,4860
43,62,64,0.01234,646055.139940859,760924.62596938,646519.704899441,757267.147868664,0.12155,0.10921,2020.18387934426,2020.19621934426,210400000,NA,Liège,Liège,4831,4821
45,63,25,1.30054645299804e-05,659883.543930043,756517.23045298,650115.576184631,742815.380144809,0.11112300546453,0.11111,2020.18577934426,2020.18579234972,210400000,hCoV-19/Belgium/AC-030982/2020|EPI_ISL_420338|2020-03-09|Europe,Limburg,Liège,3793,4671
46,63,24,0.00820972677600001,659883.543930043,756517.23045298,658340.344698022,765608.959548656,0.119319726776,0.11111,2020.18577934426,2020.19398907104,210400000,hCoV-19/Belgium/ULG-10214/2020|EPI_ISL_484702|2020-03-12|Europe,Limburg,Liège,3793,4720
47,64,66,0.02723322191,646519.704899441,757267.147868664,646797.027094053,773024.705767361,0.14878322191,0.12155,2020.19621934426,2020.22345256617,210400000,NA,Liège,Liège,4821,4700
48,64,65,0.03193,646519.704899441,757267.147868664,701869.355147375,709940.498651006,0.15348,0.12155,2020.19621934426,2020.22814934426,210400000,NA,Liège,Limburg,4821,3971
49,65,26,0.006823333333,701869.355147375,709940.498651006,701942.278270839,709763.466793451,0.160303333333,0.15348,2020.22814934426,2020.23497267759,210400000,hCoV-19/Belgium/HLE-0327390/2020|EPI_ISL_462244|2020-03-27|Europe,Limburg,Limburg,3971,3971
51,66,67,0.01886677809,646797.027094053,773024.705767361,646823.683934727,773049.62851591,0.16765,0.14878322191,2020.22345256617,2020.24231934426,210400000,NA,Liège,Liège,4700,4700
52,66,77,0.000576778090700003,646797.027094053,773024.705767361,629387.868632161,780418.353342578,0.1493600000007,0.14878322191,2020.22345256617,2020.22402934426,210400000,NA,Liège,Liège,4700,4750
54,67,28,0.06642382514,646823.683934727,773049.62851591,646296.926581069,770458.710420444,0.23407382514,0.16765,2020.24231934426,2020.3087431694,210400000,hCoV-19/Belgium/rega-0423298/2020|EPI_ISL_462152|2020-04-23|Europe,Liège,Liège,4700,4700
55,68,29,0.007243497268,657314.415923834,765047.068848372,660636.006976984,766811.752696547,0.184893497268,0.17765,2020.25231934426,2020.25956284153,210400000,hCoV-19/Belgium/ULG-10096/2020|EPI_ISL_427389|2020-04-05,Liège,NA,4850,4721
57,69,30,0.00227125683000001,657155.364775035,765090.123879662,657927.063427382,766429.439593586,0.18216125683,0.17989,2020.25455934426,2020.25683060109,210400000,hCoV-19/Belgium/ULG-10088/2020|EPI_ISL_424646|2020-04-04|Europe,Liège,Liège,4850,4720
58,69,70,0.00225,657155.364775035,765090.123879662,656983.735214845,765409.020520331,0.18214,0.17989,2020.25455934426,2020.25680934426,210400000,NA,Liège,Liège,4850,4720
59,70,31,2.12568304900074e-05,656983.735214845,765409.020520331,656989.733276588,765408.717953456,0.18216125683049,0.18214,2020.25680934426,2020.25683060109,210400000,hCoV-19/Belgium/ULG-10089/2020|EPI_ISL_424643|2020-04-04|Europe,Liège,Liège,4720,4720
61,71,72,0.0304,615907.732281432,786453.407575021,658753.853294863,765606.557677438,0.21527,0.18487,2020.25953934426,2020.28993934426,210400000,NA,Liège,Liège,4760,4850
62,71,32,2.34972676199929e-05,615907.732281432,786453.407575021,615930.806896374,786406.19476851,0.18489349726762,0.18487,2020.25953934426,2020.25956284153,210400000,hCoV-19/Belgium/ULG-10095/2020|EPI_ISL_424651|2020-04-05|Europe,Liège,Liège,4760,4760
63,72,73,0.00237999999999999,658753.853294863,765606.557677438,658815.328578808,765659.242472886,0.21765,0.21527,2020.28993934426,2020.29231934426,210400000,NA,Liège,Liège,4850,4850
64,72,33,0.01880382514,658753.853294863,765606.557677438,658783.295988931,766118.214824313,0.23407382514,0.21527,2020.28993934426,2020.3087431694,210400000,hCoV-19/Belgium/rega-0423301/2020|EPI_ISL_462155|2020-04-23|Europe,Liège,Liège,4850,4720
66,73,74,0.0115,658815.328578808,765659.242472886,658663.562397673,765944.459104672,0.22915,0.21765,2020.29231934426,2020.30381934426,210400000,NA,Liège,Liège,4850,4720
