X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
2,4,5,0.0004375896105,674702.258570409,673918.477386848,674588.190654583,673940.819226619,0.0004375896105,0,2020.41813175465,2020.41856934426,112400000,NA,VlaamsBrabant,VlaamsBrabant,3000,3000
5,43,6,0.152106612,646300.322797882,742304.591633983,694055.147066062,714199.272492906,0.152106612,0,2020.07466934426,2020.22677595626,112400000,hCoV-19/Belgium/BJ-0324192/2020|EPI_ISL_420412|2020-03-24|Europe,Liège,Limburg,4620,3582
6,43,44,0.06330543627,646300.322797882,742304.591633983,648553.851992241,746412.632706822,0.06330543627,0,2020.07466934426,2020.13797478053,112400000,NA,Liège,Liège,4620,4633
7,44,42,0.06147877138,648553.851992241,746412.632706822,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,112400000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4633,4633
10,45,46,0.02286312088,650411.753332476,741581.294354046,672608.187191261,578819.394515845,0.10664312088,0.08378,2020.15844934426,2020.18131246514,112400000,NA,Liège,West-Vlaanderen,4671,8540
12,46,8,0.05092797202,672608.187191261,578819.394515845,712590.516618621,554766.851693312,0.1575710929,0.10664312088,2020.18131246514,2020.23224043716,112400000,hCoV-19/Belgium/DGL-0326336/2020|EPI_ISL_462190|2020-03-26|Europe,West-Vlaanderen,West-Vlaanderen,8540,8460
13,47,9,0.0282752459,650666.973015357,741730.113089438,715436.660865896,679091.738131848,0.1138552459,0.08558,2020.16024934426,2020.18852459016,112400000,hCoV-19/Belgium/CS-031052/2020|EPI_ISL_418800|2020-03-10|Europe,Liège,Antwerpen,4671,2275
14,47,48,0.0018,650666.973015357,741730.113089438,650666.973015357,741730.113089438,0.08738,0.08558,2020.16024934426,2020.16204934426,112400000,NA,Liège,Liège,4671,4671
16,48,51,0.01998,650666.973015357,741730.113089438,650659.308176239,741899.743070542,0.10736,0.08738,2020.16204934426,2020.18202934426,112400000,NA,Liège,Liège,4671,4671
17,49,10,0.000215081967299996,643534.395050539,766680.003256011,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,112400000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4837,4837
19,50,12,0.00273628415299998,646494.209150516,761889.74729837,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,112400000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
20,50,11,4.04371579998397e-06,646494.209150516,761889.74729837,646493.909925834,761897.869017124,0.1001940437158,0.10019,2020.17485934426,2020.17486338798,112400000,hCoV-19/Belgium/SJ-030583/2020|EPI_ISL_420339|2020-03-05|Europe,Liège,Liège,4830,4830
21,51,52,0.01366,650659.308176239,741899.743070542,643952.054757231,754568.140115696,0.12102,0.10736,2020.18202934426,2020.19568934426,112400000,NA,Liège,Liège,4671,4800
