X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
1,4,1,0.04634911967,675420.956054993,673317.347041564,674911.000196141,674381.011370635,0.04634911967,0,2020.41813175465,2020.46448087432,361600000,SARS2-CoV/Belgium/Human/rega-0619917,VlaamsBrabant,VlaamsBrabant,3000,3000
2,4,5,0.0004375896105,675420.956054993,673317.347041564,674616.24068022,672036.740043451,0.0004375896105,0,2020.41813175465,2020.41856934426,361600000,NA,VlaamsBrabant,VlaamsBrabant,3000,3001
4,5,3,0.02132136612,674616.24068022,672036.740043451,675033.025780451,672976.815017649,0.0217589557305,0.0004375896105,2020.41856934426,2020.43989071038,361600000,hCoV-19/Belgium/rega-0710751/2020|EPI_ISL_522350|2020-06-10|Europe,VlaamsBrabant,VlaamsBrabant,3001,3000
5,43,6,0.152106612,693290.477242936,714721.892672758,694055.147066062,714199.272492906,0.152106612,0,2020.07466934426,2020.22677595626,361600000,hCoV-19/Belgium/BJ-0324192/2020|EPI_ISL_420412|2020-03-24|Europe,Limburg,Limburg,3550,3582
6,43,44,0.06330543627,693290.477242936,714721.892672758,648130.897684625,747177.701158032,0.06330543627,0,2020.07466934426,2020.13797478053,361600000,NA,Limburg,Liège,3550,4633
8,44,45,0.02047456373,648130.897684625,747177.701158032,648018.639998574,761347.427896486,0.08378,0.06330543627,2020.13797478053,2020.15844934426,361600000,NA,Liège,Liège,4633,4837
9,45,47,0.0018,648018.639998574,761347.427896486,648092.962236933,761544.136538557,0.08558,0.08378,2020.15844934426,2020.16024934426,361600000,NA,Liège,Liège,4837,4837
11,46,7,0.05366021246,672313.224892944,579284.55681616,672629.935595357,578894.484997354,0.16030333334,0.10664312088,2020.18131246514,2020.2349726776,361600000,hCoV-19/Belgium/DAA-0327369/2020|EPI_ISL_462223|2020-03-27|Europe,West-Vlaanderen,West-Vlaanderen,8540,8540
12,46,8,0.05092797202,672313.224892944,579284.55681616,712590.516618621,554766.851693312,0.1575710929,0.10664312088,2020.18131246514,2020.23224043716,361600000,hCoV-19/Belgium/DGL-0326336/2020|EPI_ISL_462190|2020-03-26|Europe,West-Vlaanderen,West-Vlaanderen,8540,8460
13,47,9,0.0282752459,648092.962236933,761544.136538557,715436.660865896,679091.738131848,0.1138552459,0.08558,2020.16024934426,2020.18852459016,361600000,hCoV-19/Belgium/CS-031052/2020|EPI_ISL_418800|2020-03-10|Europe,Liège,Antwerpen,4837,2275
