X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
3,5,2,0.03771480874,675253.76848241,673044.332727944,687708.185568625,680251.200767863,0.0381523983505,0.0004375896105,2020.41856934426,2020.456284153,273600000,SARS2-CoV/Belgium/Human/rega-0616914,VlaamsBrabant,VlaamsBrabant,3000,3130
4,5,3,0.02132136612,675253.76848241,673044.332727944,675033.025780451,672976.815017649,0.0217589557305,0.0004375896105,2020.41856934426,2020.43989071038,273600000,hCoV-19/Belgium/rega-0710751/2020|EPI_ISL_522350|2020-06-10|Europe,VlaamsBrabant,VlaamsBrabant,3000,3000
5,43,6,0.152106612,648188.660648839,747638.243769555,694055.147066062,714199.272492906,0.152106612,0,2020.07466934426,2020.22677595626,273600000,hCoV-19/Belgium/BJ-0324192/2020|EPI_ISL_420412|2020-03-24|Europe,Liège,Limburg,4633,3582
7,44,42,0.06147877138,648226.660829285,747832.539077241,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,273600000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4633,4633
8,44,45,0.02047456373,648226.660829285,747832.539077241,646290.30494165,762326.786433942,0.08378,0.06330543627,2020.13797478053,2020.15844934426,273600000,NA,Liège,Liège,4633,4834
9,45,47,0.0018,646290.30494165,762326.786433942,646233.950392651,762482.242790789,0.08558,0.08378,2020.15844934426,2020.16024934426,273600000,NA,Liège,Liège,4834,4834
10,45,46,0.02286312088,646290.30494165,762326.786433942,672561.674514509,578789.924793504,0.10664312088,0.08378,2020.15844934426,2020.18131246514,273600000,NA,Liège,West-Vlaanderen,4834,8540
11,46,7,0.05366021246,672561.674514509,578789.924793504,672629.935595357,578894.484997354,0.16030333334,0.10664312088,2020.18131246514,2020.2349726776,273600000,hCoV-19/Belgium/DAA-0327369/2020|EPI_ISL_462223|2020-03-27|Europe,West-Vlaanderen,West-Vlaanderen,8540,8540
12,46,8,0.05092797202,672561.674514509,578789.924793504,712590.516618621,554766.851693312,0.1575710929,0.10664312088,2020.18131246514,2020.23224043716,273600000,hCoV-19/Belgium/DGL-0326336/2020|EPI_ISL_462190|2020-03-26|Europe,West-Vlaanderen,West-Vlaanderen,8540,8460
13,47,9,0.0282752459,646233.950392651,762482.242790789,715436.660865896,679091.738131848,0.1138552459,0.08558,2020.16024934426,2020.18852459016,273600000,hCoV-19/Belgium/CS-031052/2020|EPI_ISL_418800|2020-03-10|Europe,Liège,Antwerpen,4834,2275
14,47,48,0.0018,646233.950392651,762482.242790789,646233.950392651,762482.242790789,0.08738,0.08558,2020.16024934426,2020.16204934426,273600000,NA,Liège,Liège,4834,4834
15,48,49,0.00167,646233.950392651,762482.242790789,646235.211729195,762467.843494081,0.08905,0.08738,2020.16204934426,2020.16371934426,273600000,NA,Liège,Liège,4834,4834
16,48,51,0.01998,646233.950392651,762482.242790789,650207.125319715,742785.404086674,0.10736,0.08738,2020.16204934426,2020.18202934426,273600000,NA,Liège,Liège,4834,4671
17,49,10,0.000215081967299996,646235.211729195,762467.843494081,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,273600000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4834,4837
18,49,50,0.01114,646235.211729195,762467.843494081,646493.850597593,761897.202308696,0.10019,0.08905,2020.16371934426,2020.17485934426,273600000,NA,Liège,Liège,4834,4830
19,50,12,0.00273628415299998,646493.850597593,761897.202308696,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,273600000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
20,50,11,4.04371579998397e-06,646493.850597593,761897.202308696,646493.909925834,761897.869017124,0.1001940437158,0.10019,2020.17485934426,2020.17486338798,273600000,hCoV-19/Belgium/SJ-030583/2020|EPI_ISL_420339|2020-03-05|Europe,Liège,Liège,4830,4830
21,51,52,0.01366,650207.125319715,742785.404086674,643989.24891818,754368.605475862,0.12102,0.10736,2020.18202934426,2020.19568934426,273600000,NA,Liège,Liège,4671,4800
22,51,62,0.00184999999999999,650207.125319715,742785.404086674,643987.582136956,754355.780925371,0.10921,0.10736,2020.18202934426,2020.18387934426,273600000,NA,Liège,Liège,4671,4800
23,52,53,0.03044,643989.24891818,754368.605475862,643949.162409925,754373.207651658,0.15146,0.12102,2020.19568934426,2020.22612934426,273600000,NA,Liège,Liège,4800,4800
24,52,54,0.00184999999999999,643989.24891818,754368.605475862,643987.582136956,754355.780925371,0.12287,0.12102,2020.19568934426,2020.19753934426,273600000,NA,Liège,Liège,4800,4800
25,53,14,0.01704005464,643949.162409925,754373.207651658,642112.665728738,755868.819934431,0.16850005464,0.15146,2020.22612934426,2020.2431693989,273600000,hCoV-19/Belgium/ULG-10028/2020|EPI_ISL_421202|2020-03-30|Europe,Liège,Liège,4800,4802
26,53,13,0.01977229508,643949.162409925,754373.207651658,639980.801228331,731901.453843815,0.17123229508,0.15146,2020.22612934426,2020.24590163934,273600000,hCoV-19/Belgium/ULG-10032/2020|EPI_ISL_421206|2020-03-31|Europe,Liège,Liège,4800,4100
28,54,56,0.00820000000000001,643987.582136956,754355.780925371,643986.824508807,754379.277485644,0.13107,0.12287,2020.19753934426,2020.20573934426,273600000,NA,Liège,Liège,4800,4800
29,55,16,1.42076501599975e-05,659853.06954739,756572.872899634,640989.801527706,774214.695192724,0.12478420765016,0.12477,2020.19943934426,2020.19945355191,273600000,hCoV-19/Belgium/ULG-6743/2020|EPI_ISL_418627|2020-03-14|Europe,Limburg,Liège,3791,4837
30,55,15,1.42076501599975e-05,659853.06954739,756572.872899634,659885.548568025,756524.742886876,0.12478420765016,0.12477,2020.19943934426,2020.19945355191,273600000,hCoV-19/Belgium/ULG-6842/2020|EPI_ISL_447121|2020-03-14|Europe,Limburg,Limburg,3791,3793
31,56,17,0.00191092896200001,643986.824508807,754379.277485644,616309.819162005,784318.780073457,0.132980928962,0.13107,2020.20573934426,2020.20765027322,273600000,hCoV-19/Belgium/ULG-7626/2020|EPI_ISL_418633|2020-03-17|Europe,Liège,Liège,4800,4770
32,56,57,0.02205,643986.824508807,754379.277485644,645881.018893086,752879.296742906,0.15312,0.13107,2020.20573934426,2020.22778934426,273600000,NA,Liège,Liège,4800,4800
33,57,18,0.03177349727,645881.018893086,752879.296742906,629899.724958203,753687.389572072,0.18489349727,0.15312,2020.22778934426,2020.25956284153,273600000,hCoV-19/Belgium/ULG-10052/2020|EPI_ISL_424657|2020-04-05|Europe,Liège,Liège,4800,4900
34,57,58,0.00164592136399999,645881.018893086,752879.296742906,645868.918146411,752902.499800928,0.154765921364,0.15312,2020.22778934426,2020.22943526562,273600000,NA,Liège,Liège,4800,4800
35,58,59,0.0003540786357,645868.918146411,752902.499800928,645842.776173124,752956.482560868,0.1551199999997,0.154765921364,2020.22943526562,2020.22978934426,273600000,NA,Liège,Liège,4800,4800
36,58,19,0.06837894202,645868.918146411,752902.499800928,646055.551655708,752851.900523507,0.223144863384,0.154765921364,2020.22943526562,2020.29781420764,273600000,hCoV-19/Belgium/ULG-10165/2020|EPI_ISL_447159|2020-04-19|Europe,Liège,Liège,4800,4800
37,59,20,0.03523797814,645842.776173124,752956.482560868,652017.218647944,739772.244642659,0.1903579781397,0.1551199999997,2020.22978934426,2020.2650273224,273600000,hCoV-19/Belgium/ULG-10132/2020|EPI_ISL_427377|2020-04-07|Europe,Liège,Liège,4800,4040
38,59,60,0.00462000000000001,645842.776173124,752956.482560868,645829.863171924,752902.545615966,0.1597399999997,0.1551199999997,2020.22978934426,2020.23440934426,273600000,NA,Liège,Liège,4800,4800
39,60,21,0.03061797814,645829.863171924,752902.545615966,650522.756497308,732809.047279166,0.1903579781397,0.1597399999997,2020.23440934426,2020.2650273224,273600000,hCoV-19/Belgium/ULG-10120/2020|EPI_ISL_427368|2020-04-07|Europe,Liège,Liège,4800,4430
40,60,61,0.06302,645829.863171924,752902.545615966,643960.595991775,754893.373008757,0.2227599999997,0.1597399999997,2020.23440934426,2020.29742934426,273600000,NA,Liège,Liège,4800,4800
42,61,22,0.06049415301,643960.595991775,754893.373008757,638372.420047356,748648.305347315,0.2832541530097,0.2227599999997,2020.29742934426,2020.35792349727,273600000,hCoV-19/Belgium/ULG-10187/2020|EPI_ISL_455975|2020-05-11|Europe,Liège,Liège,4800,4860
44,62,63,0.00190000000000001,643987.582136956,754355.780925371,659853.06954739,756572.872899634,0.11111,0.10921,2020.18387934426,2020.18577934426,273600000,NA,Liège,Limburg,4800,3791
45,63,25,1.30054645299804e-05,659853.06954739,756572.872899634,650115.576184631,742815.380144809,0.11112300546453,0.11111,2020.18577934426,2020.18579234972,273600000,hCoV-19/Belgium/AC-030982/2020|EPI_ISL_420338|2020-03-09|Europe,Limburg,Liège,3791,4671
