X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
1,4,1,0.04634911967,674460.99098129,674037.809293503,674911.000196141,674381.011370635,0.04634911967,0,2020.41813175465,2020.46448087432,297600000,SARS2-CoV/Belgium/Human/rega-0619917,VlaamsBrabant,VlaamsBrabant,3000,3000
2,4,5,0.0004375896105,674460.99098129,674037.809293503,674597.564627221,673865.286569864,0.0004375896105,0,2020.41813175465,2020.41856934426,297600000,NA,VlaamsBrabant,VlaamsBrabant,3000,3000
3,5,2,0.03771480874,674597.564627221,673865.286569864,687708.185568625,680251.200767863,0.0381523983505,0.0004375896105,2020.41856934426,2020.456284153,297600000,SARS2-CoV/Belgium/Human/rega-0616914,VlaamsBrabant,VlaamsBrabant,3000,3130
5,43,6,0.152106612,653190.409259695,744172.1486488,694055.147066062,714199.272492906,0.152106612,0,2020.07466934426,2020.22677595626,297600000,hCoV-19/Belgium/BJ-0324192/2020|EPI_ISL_420412|2020-03-24|Europe,Liège,Limburg,4671,3582
6,43,44,0.06330543627,653190.409259695,744172.1486488,648803.308266744,747748.130713231,0.06330543627,0,2020.07466934426,2020.13797478053,297600000,NA,Liège,Liège,4671,4633
7,44,42,0.06147877138,648803.308266744,747748.130713231,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,297600000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4633,4633
8,44,45,0.02047456373,648803.308266744,747748.130713231,648545.963196417,747799.556097095,0.08378,0.06330543627,2020.13797478053,2020.15844934426,297600000,NA,Liège,Liège,4633,4633
9,45,47,0.0018,648545.963196417,747799.556097095,645806.404641002,752784.84327404,0.08558,0.08378,2020.15844934426,2020.16024934426,297600000,NA,Liège,Liège,4633,4800
10,45,46,0.02286312088,648545.963196417,747799.556097095,672270.536983323,578576.256421187,0.10664312088,0.08378,2020.15844934426,2020.18131246514,297600000,NA,Liège,West-Vlaanderen,4633,8540
11,46,7,0.05366021246,672270.536983323,578576.256421187,672629.935595357,578894.484997354,0.16030333334,0.10664312088,2020.18131246514,2020.2349726776,297600000,hCoV-19/Belgium/DAA-0327369/2020|EPI_ISL_462223|2020-03-27|Europe,West-Vlaanderen,West-Vlaanderen,8540,8540
12,46,8,0.05092797202,672270.536983323,578576.256421187,712590.516618621,554766.851693312,0.1575710929,0.10664312088,2020.18131246514,2020.23224043716,297600000,hCoV-19/Belgium/DGL-0326336/2020|EPI_ISL_462190|2020-03-26|Europe,West-Vlaanderen,West-Vlaanderen,8540,8460
13,47,9,0.0282752459,645806.404641002,752784.84327404,715436.660865896,679091.738131848,0.1138552459,0.08558,2020.16024934426,2020.18852459016,297600000,hCoV-19/Belgium/CS-031052/2020|EPI_ISL_418800|2020-03-10|Europe,Liège,Antwerpen,4800,2275
14,47,48,0.0018,645806.404641002,752784.84327404,645806.404641002,752784.84327404,0.08738,0.08558,2020.16024934426,2020.16204934426,297600000,NA,Liège,Liège,4800,4800
15,48,49,0.00167,645806.404641002,752784.84327404,645898.816732369,761955.411429268,0.08905,0.08738,2020.16204934426,2020.16371934426,297600000,NA,Liège,Liège,4800,4830
17,49,10,0.000215081967299996,645898.816732369,761955.411429268,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,297600000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4830,4837
18,49,50,0.01114,645898.816732369,761955.411429268,646495.178327228,761897.191309953,0.10019,0.08905,2020.16371934426,2020.17485934426,297600000,NA,Liège,Liège,4830,4830
22,51,62,0.00184999999999999,645645.120251838,752794.004095617,646291.645890605,752758.629938601,0.10921,0.10736,2020.18202934426,2020.18387934426,297600000,NA,Liège,Liège,4800,4800
26,53,13,0.01977229508,645149.584693342,752696.970487899,639980.801228331,731901.453843815,0.17123229508,0.15146,2020.22612934426,2020.24590163934,297600000,hCoV-19/Belgium/ULG-10032/2020|EPI_ISL_421206|2020-03-31|Europe,Liège,Liège,4650,4100
27,54,55,0.00190000000000001,646291.645890605,752758.629938601,659851.050329655,756525.867642892,0.12477,0.12287,2020.19753934426,2020.19943934426,297600000,NA,Liège,Limburg,4800,3791
28,54,56,0.00820000000000001,646291.645890605,752758.629938601,646273.69007178,752862.060991135,0.13107,0.12287,2020.19753934426,2020.20573934426,297600000,NA,Liège,Liège,4800,4800
29,55,16,1.42076501599975e-05,659851.050329655,756525.867642892,640989.801527706,774214.695192724,0.12478420765016,0.12477,2020.19943934426,2020.19945355191,297600000,hCoV-19/Belgium/ULG-6743/2020|EPI_ISL_418627|2020-03-14|Europe,Limburg,Liège,3791,4837
