X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
1,44,42,0.06147877138,647280.316940317,748248.928661372,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,344800000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4630,4633
2,44,45,0.02047456373,647280.316940317,748248.928661372,646187.763480731,752466.392015782,0.08378,0.06330543627,2020.13797478053,2020.15844934426,344800000,NA,Liège,Liège,4630,4800
3,45,47,0.0018,646187.763480731,752466.392015782,646035.481656622,752549.931743085,0.08558,0.08378,2020.15844934426,2020.16024934426,344800000,NA,Liège,Liège,4800,4800
5,48,49,0.00167,646035.481656622,752549.931743085,643479.477281534,766636.296327971,0.08905,0.08738,2020.16204934426,2020.16371934426,344800000,NA,Liège,Liège,4800,4837
6,48,51,0.01998,646035.481656622,752549.931743085,646008.774938338,752635.147586536,0.10736,0.08738,2020.16204934426,2020.18202934426,344800000,NA,Liège,Liège,4800,4800
7,49,10,0.000215081967299996,643479.477281534,766636.296327971,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,344800000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4837,4837
8,49,50,0.01114,643479.477281534,766636.296327971,646501.563975774,761885.048579251,0.10019,0.08905,2020.16371934426,2020.17485934426,344800000,NA,Liège,Liège,4837,4830
11,51,52,0.01366,646008.774938338,752635.147586536,646083.344142016,752568.586484939,0.12102,0.10736,2020.18202934426,2020.19568934426,344800000,NA,Liège,Liège,4800,4800
13,52,53,0.03044,646083.344142016,752568.586484939,645866.365510157,752684.337249263,0.15146,0.12102,2020.19568934426,2020.22612934426,344800000,NA,Liège,Liège,4800,4800
14,52,54,0.00184999999999999,646083.344142016,752568.586484939,646041.646191789,752574.483948991,0.12287,0.12102,2020.19568934426,2020.19753934426,344800000,NA,Liège,Liège,4800,4800
15,53,14,0.01704005464,645866.365510157,752684.337249263,642112.665728738,755868.819934431,0.16850005464,0.15146,2020.22612934426,2020.2431693989,344800000,hCoV-19/Belgium/ULG-10028/2020|EPI_ISL_421202|2020-03-30|Europe,Liège,Liège,4800,4802
16,53,13,0.01977229508,645866.365510157,752684.337249263,639980.801228331,731901.453843815,0.17123229508,0.15146,2020.22612934426,2020.24590163934,344800000,hCoV-19/Belgium/ULG-10032/2020|EPI_ISL_421206|2020-03-31|Europe,Liège,Liège,4800,4100
17,54,56,0.00820000000000001,646041.646191789,752574.483948991,646007.296815803,752592.813047098,0.13107,0.12287,2020.19753934426,2020.20573934426,344800000,NA,Liège,Liège,4800,4800
18,56,17,0.00191092896200001,646007.296815803,752592.813047098,616309.819162005,784318.780073457,0.132980928962,0.13107,2020.20573934426,2020.20765027322,344800000,hCoV-19/Belgium/ULG-7626/2020|EPI_ISL_418633|2020-03-17|Europe,Liège,Liège,4800,4770
21,57,58,0.00164592136399999,645983.761679913,752659.971408692,646002.090671533,752653.760346602,0.154765921364,0.15312,2020.22778934426,2020.22943526562,344800000,NA,Liège,Liège,4800,4800
23,58,19,0.06837894202,646002.090671533,752653.760346602,646055.551655708,752851.900523507,0.223144863384,0.154765921364,2020.22943526562,2020.29781420764,344800000,hCoV-19/Belgium/ULG-10165/2020|EPI_ISL_447159|2020-04-19|Europe,Liège,Liège,4800,4800
24,59,20,0.03523797814,645971.473506187,752650.465311653,652017.218647944,739772.244642659,0.1903579781397,0.1551199999997,2020.22978934426,2020.2650273224,344800000,hCoV-19/Belgium/ULG-10132/2020|EPI_ISL_427377|2020-04-07|Europe,Liège,Liège,4800,4040
25,59,60,0.00462000000000001,645971.473506187,752650.465311653,646036.744614412,752502.74867299,0.1597399999997,0.1551199999997,2020.22978934426,2020.23440934426,344800000,NA,Liège,Liège,4800,4800
26,60,21,0.03061797814,646036.744614412,752502.74867299,650522.756497308,732809.047279166,0.1903579781397,0.1597399999997,2020.23440934426,2020.2650273224,344800000,hCoV-19/Belgium/ULG-10120/2020|EPI_ISL_427368|2020-04-07|Europe,Liège,Liège,4800,4430
27,60,61,0.06302,646036.744614412,752502.74867299,643961.516600707,754894.802772505,0.2227599999997,0.1597399999997,2020.23440934426,2020.29742934426,344800000,NA,Liège,Liège,4800,4800
28,61,23,0.0003848633878,643961.516600707,754894.802772505,643959.049850983,754891.481382912,0.2231448633875,0.2227599999997,2020.29742934426,2020.29781420765,344800000,hCoV-19/Belgium/ULG-10166/2020|EPI_ISL_447160|2020-04-19|Europe,Liège,Liège,4800,4800
30,62,64,0.01234,646041.646191789,752574.483948991,646059.673561568,752584.510430981,0.12155,0.10921,2020.18387934426,2020.19621934426,344800000,NA,Liège,Liège,4800,4800
31,64,66,0.02723322191,646059.673561568,752584.510430981,655464.600612494,764610.259951721,0.14878322191,0.12155,2020.19621934426,2020.22345256617,344800000,NA,Liège,Liège,4800,4721
32,66,67,0.01886677809,655464.600612494,764610.259951721,656943.998786249,765244.284798805,0.16765,0.14878322191,2020.22345256617,2020.24231934426,344800000,NA,Liège,Liège,4721,4720
33,66,77,0.000576778090700003,655464.600612494,764610.259951721,629385.443611679,780428.689466423,0.1493600000007,0.14878322191,2020.22345256617,2020.22402934426,344800000,NA,Liège,Liège,4721,4750
34,67,68,0.01,656943.998786249,765244.284798805,657117.681291033,765352.234239188,0.17765,0.16765,2020.24231934426,2020.25231934426,344800000,NA,Liège,Liège,4720,4720
35,67,28,0.06642382514,656943.998786249,765244.284798805,646296.926581069,770458.710420444,0.23407382514,0.16765,2020.24231934426,2020.3087431694,344800000,hCoV-19/Belgium/rega-0423298/2020|EPI_ISL_462152|2020-04-23|Europe,Liège,Liège,4720,4700
36,68,69,0.00223999999999999,657117.681291033,765352.234239188,657052.020324421,765360.340610431,0.17989,0.17765,2020.25231934426,2020.25455934426,344800000,NA,Liège,Liège,4720,4720
39,70,31,2.12568304900074e-05,657026.63099883,765328.635117552,656989.733276588,765408.717953456,0.18216125683049,0.18214,2020.25680934426,2020.25683060109,344800000,hCoV-19/Belgium/ULG-10089/2020|EPI_ISL_424643|2020-04-04|Europe,Liège,Liège,4720,4720
40,70,71,0.00273000000000001,657026.63099883,765328.635117552,615930.610268874,786406.522117479,0.18487,0.18214,2020.25680934426,2020.25953934426,344800000,NA,Liège,Liège,4720,4760
41,71,72,0.0304,615930.610268874,786406.522117479,658298.897585494,766225.404506362,0.21527,0.18487,2020.25953934426,2020.28993934426,344800000,NA,Liège,Liège,4760,4720
42,71,32,2.34972676199929e-05,615930.610268874,786406.522117479,615930.806896374,786406.19476851,0.18489349726762,0.18487,2020.25953934426,2020.25956284153,344800000,hCoV-19/Belgium/ULG-10095/2020|EPI_ISL_424651|2020-04-05|Europe,Liège,Liège,4760,4760
