X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
1,43,44,0.06330543627,647693.633723689,767219.35795083,648011.558138707,767358.238324084,0.06330543627,0,2020.07466934426,2020.13797478053,419200000,NA,Liège,Liège,4700,4700
3,44,45,0.02047456373,648011.558138707,767358.238324084,648850.145370734,767275.43695483,0.08378,0.06330543627,2020.13797478053,2020.15844934426,419200000,NA,Liège,Liège,4700,4700
6,48,49,0.00167,648976.883896323,767880.956046966,643473.24478297,766637.71451745,0.08905,0.08738,2020.16204934426,2020.16371934426,419200000,NA,Liège,Liège,4701,4837
8,49,10,0.000215081967299996,643473.24478297,766637.71451745,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,419200000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4837,4837
10,50,12,0.00273628415299998,646493.580989687,761898.460480846,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,419200000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
11,50,11,4.04371579998397e-06,646493.580989687,761898.460480846,646493.909925834,761897.869017124,0.1001940437158,0.10019,2020.17485934426,2020.17486338798,419200000,hCoV-19/Belgium/SJ-030583/2020|EPI_ISL_420339|2020-03-05|Europe,Liège,Liège,4830,4830
12,51,52,0.01366,650066.018934505,742814.951213418,650042.417521102,742638.306847459,0.12102,0.10736,2020.18202934426,2020.19568934426,419200000,NA,Liège,Liège,4671,4671
13,51,62,0.00184999999999999,650066.018934505,742814.951213418,650054.482144502,742589.055038396,0.10921,0.10736,2020.18202934426,2020.18387934426,419200000,NA,Liège,Liège,4671,4671
14,52,53,0.03044,650042.417521102,742638.306847459,642153.081254784,755729.043432137,0.15146,0.12102,2020.19568934426,2020.22612934426,419200000,NA,Liège,Liège,4671,4802
17,53,13,0.01977229508,642153.081254784,755729.043432137,639980.801228331,731901.453843815,0.17123229508,0.15146,2020.22612934426,2020.24590163934,419200000,hCoV-19/Belgium/ULG-10032/2020|EPI_ISL_421206|2020-03-31|Europe,Liège,Liège,4802,4100
18,54,56,0.00820000000000001,650054.482144502,742589.055038396,651715.340906141,739010.939178765,0.13107,0.12287,2020.19753934426,2020.20573934426,419200000,NA,Liège,Liège,4671,4040
19,56,17,0.00191092896200001,651715.340906141,739010.939178765,616309.819162005,784318.780073457,0.132980928962,0.13107,2020.20573934426,2020.20765027322,419200000,hCoV-19/Belgium/ULG-7626/2020|EPI_ISL_418633|2020-03-17|Europe,Liège,Liège,4040,4770
20,56,57,0.02205,651715.340906141,739010.939178765,651433.598571455,738395.203069441,0.15312,0.13107,2020.20573934426,2020.22778934426,419200000,NA,Liège,Liège,4040,4040
22,57,58,0.00164592136399999,651433.598571455,738395.203069441,651426.937846393,738384.845985113,0.154765921364,0.15312,2020.22778934426,2020.22943526562,419200000,NA,Liège,Liège,4040,4040
24,58,19,0.06837894202,651426.937846393,738384.845985113,646055.551655708,752851.900523507,0.223144863384,0.154765921364,2020.22943526562,2020.29781420764,419200000,hCoV-19/Belgium/ULG-10165/2020|EPI_ISL_447159|2020-04-19|Europe,Liège,Liège,4040,4800
25,59,20,0.03523797814,651442.983794086,738388.933898243,652017.218647944,739772.244642659,0.1903579781397,0.1551199999997,2020.22978934426,2020.2650273224,419200000,hCoV-19/Belgium/ULG-10132/2020|EPI_ISL_427377|2020-04-07|Europe,Liège,Liège,4040,4040
26,59,60,0.00462000000000001,651442.983794086,738388.933898243,651221.027580446,738017.381668458,0.1597399999997,0.1551199999997,2020.22978934426,2020.23440934426,419200000,NA,Liège,Liège,4040,4040
28,60,61,0.06302,651221.027580446,738017.381668458,643960.103255374,754941.960475872,0.2227599999997,0.1597399999997,2020.23440934426,2020.29742934426,419200000,NA,Liège,Liège,4040,4800
30,61,22,0.06049415301,643960.103255374,754941.960475872,638372.420047356,748648.305347315,0.2832541530097,0.2227599999997,2020.29742934426,2020.35792349727,419200000,hCoV-19/Belgium/ULG-10187/2020|EPI_ISL_455975|2020-05-11|Europe,Liège,Liège,4800,4860
32,64,66,0.02723322191,652641.405871929,742179.601154212,629318.500396708,780383.401949455,0.14878322191,0.12155,2020.19621934426,2020.22345256617,419200000,NA,Liège,Liège,4602,4750
33,66,67,0.01886677809,629318.500396708,780383.401949455,657988.115464188,766416.475639752,0.16765,0.14878322191,2020.22345256617,2020.24231934426,419200000,NA,Liège,Liège,4750,4720
34,66,77,0.000576778090700003,629318.500396708,780383.401949455,629382.451877322,780413.138730865,0.1493600000007,0.14878322191,2020.22345256617,2020.22402934426,419200000,NA,Liège,Liège,4750,4750
36,67,28,0.06642382514,657988.115464188,766416.475639752,646296.926581069,770458.710420444,0.23407382514,0.16765,2020.24231934426,2020.3087431694,419200000,hCoV-19/Belgium/rega-0423298/2020|EPI_ISL_462152|2020-04-23|Europe,Liège,Liège,4720,4700
37,68,69,0.00223999999999999,657995.473744435,766456.621988689,657907.45384013,766382.725107941,0.17989,0.17765,2020.25231934426,2020.25455934426,419200000,NA,Liège,Liège,4720,4720
38,69,30,0.00227125683000001,657907.45384013,766382.725107941,657927.063427382,766429.439593586,0.18216125683,0.17989,2020.25455934426,2020.25683060109,419200000,hCoV-19/Belgium/ULG-10088/2020|EPI_ISL_424646|2020-04-04|Europe,Liège,Liège,4720,4720
39,69,70,0.00225,657907.45384013,766382.725107941,656996.884576183,765418.35970407,0.18214,0.17989,2020.25455934426,2020.25680934426,419200000,NA,Liège,Liège,4720,4720
40,70,31,2.12568304900074e-05,656996.884576183,765418.35970407,656989.733276588,765408.717953456,0.18216125683049,0.18214,2020.25680934426,2020.25683060109,419200000,hCoV-19/Belgium/ULG-10089/2020|EPI_ISL_424643|2020-04-04|Europe,Liège,Liège,4720,4720
41,70,71,0.00273000000000001,656996.884576183,765418.35970407,616017.987858244,786321.689206833,0.18487,0.18214,2020.25680934426,2020.25953934426,419200000,NA,Liège,Liège,4720,4760
43,71,32,2.34972676199929e-05,616017.987858244,786321.689206833,615930.806896374,786406.19476851,0.18489349726762,0.18487,2020.25953934426,2020.25956284153,419200000,hCoV-19/Belgium/ULG-10095/2020|EPI_ISL_424651|2020-04-05|Europe,Liège,Liège,4760,4760
46,73,34,3.03825135899993e-05,659017.896354908,766482.331965829,646449.190925206,771617.018533861,0.21768038251359,0.21765,2020.29231934426,2020.29234972677,419200000,hCoV-19/Belgium/ULG-10146/2020|EPI_ISL_447138|2020-04-17|Europe,Liège,Liège,4720,4700
47,73,74,0.0115,659017.896354908,766482.331965829,658782.266781093,766878.002776772,0.22915,0.21765,2020.29231934426,2020.30381934426,419200000,NA,Liège,Liège,4720,4721
48,74,35,0.00492382513699999,658782.266781093,766878.002776772,616954.073209157,791301.149303881,0.234073825137,0.22915,2020.30381934426,2020.3087431694,419200000,hCoV-19/Belgium/rega-0423299/2020|EPI_ISL_462153|2020-04-23|Europe,Liège,Liège,4721,4760
49,74,75,0.00247,658782.266781093,766878.002776772,658469.077486925,766413.048793053,0.23162,0.22915,2020.30381934426,2020.30628934426,419200000,NA,Liège,Liège,4721,4720
50,75,76,0.00242000000000001,658469.077486925,766413.048793053,657705.602657279,766318.237051192,0.23404,0.23162,2020.30628934426,2020.30870934426,419200000,NA,Liège,Liège,4720,4720
52,76,38,3.38251365699926e-05,657705.602657279,766318.237051192,657756.666499265,766398.224798955,0.23407382513657,0.23404,2020.30870934426,2020.3087431694,419200000,hCoV-19/Belgium/rega-0423297/2020|EPI_ISL_462151|2020-04-23|Europe,Liège,Liège,4720,4720
54,77,39,1.43715847500114e-05,629382.451877322,780413.138730865,629383.608723973,780412.343117795,0.14937437158545,0.1493600000007,2020.22402934426,2020.22404371585,419200000,hCoV-19/Belgium/ULG-0184/2020|EPI_ISL_447127|2020-03-23|Europe,Liège,Liège,4750,4750
55,77,78,0.04295,629382.451877322,780413.138730865,649950.871536691,767038.42939012,0.1923100000007,0.1493600000007,2020.22402934426,2020.26697934426,419200000,NA,Liège,Liège,4750,4701
60,161,104,0.07221229508,646167.214371611,738302.547478506,646132.810102175,738277.032547647,0.0983946632325,0.0261823681525,2020.17368934422,2020.2459016393,419200000,hCoV-19/Belgium/ULG-10022/2020|EPI_ISL_421197|2020-03-31|Europe,Liège,Liège,4032,4032
61,163,164,0.005785979926,646167.214371611,738302.547478506,646101.504704354,738060.365520479,0.0319683480785,0.0261823681525,2020.17368934422,2020.17947532414,419200000,NA,Liège,Liège,4032,4030
62,164,107,0.000852544663600019,646101.504704354,738060.365520479,655785.576024882,739659.33861325,0.0328208927421,0.0319683480785,2020.17947532414,2020.18032786881,419200000,hCoV-19/Belgium/ULG-3662/2020|EPI_ISL_417008|2020-03-07|Europe,Liège,Liège,4030,4680
63,164,165,0.000844020073500013,646101.504704354,738060.365520479,646096.791982028,738052.275742378,0.032812368152,0.0319683480785,2020.17947532414,2020.18031934422,419200000,NA,Liège,Liège,4030,4030
