X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
1,44,42,0.06147877138,647911.648500894,747621.373382088,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,204400000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4633,4633
2,44,45,0.02047456373,647911.648500894,747621.373382088,643345.04874452,766311.563709483,0.08378,0.06330543627,2020.13797478053,2020.15844934426,204400000,NA,Liège,Liège,4633,4837
3,45,47,0.0018,643345.04874452,766311.563709483,643440.182451579,766557.087321523,0.08558,0.08378,2020.15844934426,2020.16024934426,204400000,NA,Liège,Liège,4837,4837
4,47,48,0.0018,643440.182451579,766557.087321523,643440.182451579,766557.087321523,0.08738,0.08558,2020.16024934426,2020.16204934426,204400000,NA,Liège,Liège,4837,4837
5,48,49,0.00167,643440.182451579,766557.087321523,643506.550021452,766652.825803851,0.08905,0.08738,2020.16204934426,2020.16371934426,204400000,NA,Liège,Liège,4837,4837
6,48,51,0.01998,643440.182451579,766557.087321523,641565.479378786,754817.231837726,0.10736,0.08738,2020.16204934426,2020.18202934426,204400000,NA,Liège,Liège,4837,4800
7,49,10,0.000215081967299996,643506.550021452,766652.825803851,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,204400000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4837,4837
9,50,12,0.00273628415299998,646493.070919485,761897.15675159,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,204400000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
11,51,52,0.01366,641565.479378786,754817.231837726,641692.701316472,754966.530574512,0.12102,0.10736,2020.18202934426,2020.19568934426,204400000,NA,Liège,Liège,4800,4800
12,51,62,0.00184999999999999,641565.479378786,754817.231837726,641668.677257655,754934.091112355,0.10921,0.10736,2020.18202934426,2020.18387934426,204400000,NA,Liège,Liège,4800,4800
14,52,54,0.00184999999999999,641692.701316472,754966.530574512,641668.677257655,754934.091112355,0.12287,0.12102,2020.19568934426,2020.19753934426,204400000,NA,Liège,Liège,4800,4800
15,53,14,0.01704005464,641978.489113856,755670.627344521,642112.665728738,755868.819934431,0.16850005464,0.15146,2020.22612934426,2020.2431693989,204400000,hCoV-19/Belgium/ULG-10028/2020|EPI_ISL_421202|2020-03-30|Europe,Liège,Liège,4802,4802
16,53,13,0.01977229508,641978.489113856,755670.627344521,639980.801228331,731901.453843815,0.17123229508,0.15146,2020.22612934426,2020.24590163934,204400000,hCoV-19/Belgium/ULG-10032/2020|EPI_ISL_421206|2020-03-31|Europe,Liège,Liège,4802,4100
18,56,17,0.00191092896200001,641691.387526203,754964.307877603,616309.819162005,784318.780073457,0.132980928962,0.13107,2020.20573934426,2020.20765027322,204400000,hCoV-19/Belgium/ULG-7626/2020|EPI_ISL_418633|2020-03-17|Europe,Liège,Liège,4800,4770
19,56,57,0.02205,641691.387526203,754964.307877603,641463.684576617,754642.450123695,0.15312,0.13107,2020.20573934426,2020.22778934426,204400000,NA,Liège,Liège,4800,4800
20,57,18,0.03177349727,641463.684576617,754642.450123695,629899.724958203,753687.389572072,0.18489349727,0.15312,2020.22778934426,2020.25956284153,204400000,hCoV-19/Belgium/ULG-10052/2020|EPI_ISL_424657|2020-04-05|Europe,Liège,Liège,4800,4900
21,57,58,0.00164592136399999,641463.684576617,754642.450123695,645222.631231945,753030.256221795,0.154765921364,0.15312,2020.22778934426,2020.22943526562,204400000,NA,Liège,Liège,4800,4800
23,58,19,0.06837894202,645222.631231945,753030.256221795,646055.551655708,752851.900523507,0.223144863384,0.154765921364,2020.22943526562,2020.29781420764,204400000,hCoV-19/Belgium/ULG-10165/2020|EPI_ISL_447159|2020-04-19|Europe,Liège,Liège,4800,4800
26,60,21,0.03061797814,645277.810730037,753204.836942667,650522.756497308,732809.047279166,0.1903579781397,0.1597399999997,2020.23440934426,2020.2650273224,204400000,hCoV-19/Belgium/ULG-10120/2020|EPI_ISL_427368|2020-04-07|Europe,Liège,Liège,4800,4430
27,60,61,0.06302,645277.810730037,753204.836942667,643919.828859087,754804.576240112,0.2227599999997,0.1597399999997,2020.23440934426,2020.29742934426,204400000,NA,Liège,Liège,4800,4800
28,61,23,0.0003848633878,643919.828859087,754804.576240112,643959.049850983,754891.481382912,0.2231448633875,0.2227599999997,2020.29742934426,2020.29781420765,204400000,hCoV-19/Belgium/ULG-10166/2020|EPI_ISL_447160|2020-04-19|Europe,Liège,Liège,4800,4800
29,61,22,0.06049415301,643919.828859087,754804.576240112,638372.420047356,748648.305347315,0.2832541530097,0.2227599999997,2020.29742934426,2020.35792349727,204400000,hCoV-19/Belgium/ULG-10187/2020|EPI_ISL_455975|2020-05-11|Europe,Liège,Liège,4800,4860
31,64,66,0.02723322191,641562.343085279,754838.207966017,641560.490351074,754815.948430363,0.14878322191,0.12155,2020.19621934426,2020.22345256617,204400000,NA,Liège,Liège,4800,4800
32,66,67,0.01886677809,641560.490351074,754815.948430363,641309.52223697,754471.15081982,0.16765,0.14878322191,2020.22345256617,2020.24231934426,204400000,NA,Liège,Liège,4800,4800
33,66,77,0.000576778090700003,641560.490351074,754815.948430363,629365.257539105,780387.975971825,0.1493600000007,0.14878322191,2020.22345256617,2020.22402934426,204400000,NA,Liège,Liège,4800,4750
34,67,28,0.06642382514,641309.52223697,754471.15081982,646296.926581069,770458.710420444,0.23407382514,0.16765,2020.24231934426,2020.3087431694,204400000,hCoV-19/Belgium/rega-0423298/2020|EPI_ISL_462152|2020-04-23|Europe,Liège,Liège,4800,4700
37,70,31,2.12568304900074e-05,656968.476807079,765379.125683401,656989.733276588,765408.717953456,0.18216125683049,0.18214,2020.25680934426,2020.25683060109,204400000,hCoV-19/Belgium/ULG-10089/2020|EPI_ISL_424643|2020-04-04|Europe,Liège,Liège,4720,4720
38,70,71,0.00273000000000001,656968.476807079,765379.125683401,615937.16230514,786414.611755303,0.18487,0.18214,2020.25680934426,2020.25953934426,204400000,NA,Liège,Liège,4720,4760
39,71,72,0.0304,615937.16230514,786414.611755303,658710.902287621,766444.691412128,0.21527,0.18487,2020.25953934426,2020.28993934426,204400000,NA,Liège,Liège,4760,4720
41,72,73,0.00237999999999999,658710.902287621,766444.691412128,658246.102981935,766273.303713365,0.21765,0.21527,2020.28993934426,2020.29231934426,204400000,NA,Liège,Liège,4720,4720
42,72,33,0.01880382514,658710.902287621,766444.691412128,658783.295988931,766118.214824313,0.23407382514,0.21527,2020.28993934426,2020.3087431694,204400000,hCoV-19/Belgium/rega-0423301/2020|EPI_ISL_462155|2020-04-23|Europe,Liège,Liège,4720,4720
44,73,74,0.0115,658246.102981935,766273.303713365,658333.308138255,766461.884119928,0.22915,0.21765,2020.29231934426,2020.30381934426,204400000,NA,Liège,Liège,4720,4720
45,74,35,0.00492382513699999,658333.308138255,766461.884119928,616954.073209157,791301.149303881,0.234073825137,0.22915,2020.30381934426,2020.3087431694,204400000,hCoV-19/Belgium/rega-0423299/2020|EPI_ISL_462153|2020-04-23|Europe,Liège,Liège,4720,4760
46,74,75,0.00247,658333.308138255,766461.884119928,658325.807706356,766464.397426752,0.23162,0.22915,2020.30381934426,2020.30628934426,204400000,NA,Liège,Liège,4720,4720
47,75,76,0.00242000000000001,658325.807706356,766464.397426752,643580.326462759,764033.099807754,0.23404,0.23162,2020.30628934426,2020.30870934426,204400000,NA,Liège,Liège,4720,4837
48,75,36,0.00245382513699999,658325.807706356,766464.397426752,658331.449427034,766471.76951194,0.234073825137,0.23162,2020.30628934426,2020.3087431694,204400000,hCoV-19/Belgium/rega-0423300/2020|EPI_ISL_462154|2020-04-23|Europe,Liège,Liège,4720,4720
49,76,38,3.38251365699926e-05,643580.326462759,764033.099807754,657756.666499265,766398.224798955,0.23407382513657,0.23404,2020.30870934426,2020.3087431694,204400000,hCoV-19/Belgium/rega-0423297/2020|EPI_ISL_462151|2020-04-23|Europe,Liège,Liège,4837,4720
50,76,37,3.38251365699926e-05,643580.326462759,764033.099807754,643573.62792719,764022.906105609,0.23407382513657,0.23404,2020.30870934426,2020.3087431694,204400000,hCoV-19/Belgium/rega-0423303/2020|EPI_ISL_462157|2020-04-23|Europe,Liège,Liège,4837,4837
51,77,39,1.43715847500114e-05,629365.257539105,780387.975971825,629383.608723973,780412.343117795,0.14937437158545,0.1493600000007,2020.22402934426,2020.22404371585,204400000,hCoV-19/Belgium/ULG-0184/2020|EPI_ISL_447127|2020-03-23|Europe,Liège,Liège,4750,4750
