X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
1,44,42,0.06147877138,647799.016265541,747465.837189399,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,239200000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4630,4633
4,47,48,0.0018,644160.114179075,754766.180934148,644160.114179075,754766.180934148,0.08738,0.08558,2020.16024934426,2020.16204934426,239200000,NA,Liège,Liège,4820,4820
5,48,49,0.00167,644160.114179075,754766.180934148,646373.533883455,761906.065662467,0.08905,0.08738,2020.16204934426,2020.16371934426,239200000,NA,Liège,Liège,4820,4830
6,48,51,0.01998,644160.114179075,754766.180934148,644152.874639103,754715.952502409,0.10736,0.08738,2020.16204934426,2020.18202934426,239200000,NA,Liège,Liège,4820,4820
7,49,10,0.000215081967299996,646373.533883455,761906.065662467,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,239200000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4830,4837
8,49,50,0.01114,646373.533883455,761906.065662467,646494.55212398,761898.528296234,0.10019,0.08905,2020.16371934426,2020.17485934426,239200000,NA,Liège,Liège,4830,4830
9,50,12,0.00273628415299998,646494.55212398,761898.528296234,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,239200000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
11,51,52,0.01366,644152.874639103,754715.952502409,643978.060585329,754978.298976741,0.12102,0.10736,2020.18202934426,2020.19568934426,239200000,NA,Liège,Liège,4820,4800
14,52,54,0.00184999999999999,643978.060585329,754978.298976741,643987.281935145,754976.823858781,0.12287,0.12102,2020.19568934426,2020.19753934426,239200000,NA,Liège,Liège,4800,4800
15,53,14,0.01704005464,642163.624951293,755667.526914585,642112.665728738,755868.819934431,0.16850005464,0.15146,2020.22612934426,2020.2431693989,239200000,hCoV-19/Belgium/ULG-10028/2020|EPI_ISL_421202|2020-03-30|Europe,Liège,Liège,4802,4802
17,54,56,0.00820000000000001,643987.281935145,754976.823858781,644038.411554836,754960.14300794,0.13107,0.12287,2020.19753934426,2020.20573934426,239200000,NA,Liège,Liège,4800,4800
18,56,17,0.00191092896200001,644038.411554836,754960.14300794,616309.819162005,784318.780073457,0.132980928962,0.13107,2020.20573934426,2020.20765027322,239200000,hCoV-19/Belgium/ULG-7626/2020|EPI_ISL_418633|2020-03-17|Europe,Liège,Liège,4800,4770
19,56,57,0.02205,644038.411554836,754960.14300794,643999.438834138,755024.696374351,0.15312,0.13107,2020.20573934426,2020.22778934426,239200000,NA,Liège,Liège,4800,4800
20,57,18,0.03177349727,643999.438834138,755024.696374351,629899.724958203,753687.389572072,0.18489349727,0.15312,2020.22778934426,2020.25956284153,239200000,hCoV-19/Belgium/ULG-10052/2020|EPI_ISL_424657|2020-04-05|Europe,Liège,Liège,4800,4900
21,57,58,0.00164592136399999,643999.438834138,755024.696374351,644023.166957942,754985.679282315,0.154765921364,0.15312,2020.22778934426,2020.22943526562,239200000,NA,Liège,Liège,4800,4820
22,58,59,0.0003540786357,644023.166957942,754985.679282315,644015.924520867,754981.644428777,0.1551199999997,0.154765921364,2020.22943526562,2020.22978934426,239200000,NA,Liège,Liège,4820,4800
23,58,19,0.06837894202,644023.166957942,754985.679282315,646055.551655708,752851.900523507,0.223144863384,0.154765921364,2020.22943526562,2020.29781420764,239200000,hCoV-19/Belgium/ULG-10165/2020|EPI_ISL_447159|2020-04-19|Europe,Liège,Liège,4820,4800
24,59,20,0.03523797814,644015.924520867,754981.644428777,652017.218647944,739772.244642659,0.1903579781397,0.1551199999997,2020.22978934426,2020.2650273224,239200000,hCoV-19/Belgium/ULG-10132/2020|EPI_ISL_427377|2020-04-07|Europe,Liège,Liège,4800,4040
26,60,21,0.03061797814,644020.739797094,754986.941672211,650522.756497308,732809.047279166,0.1903579781397,0.1597399999997,2020.23440934426,2020.2650273224,239200000,hCoV-19/Belgium/ULG-10120/2020|EPI_ISL_427368|2020-04-07|Europe,Liège,Liège,4820,4430
27,60,61,0.06302,644020.739797094,754986.941672211,643930.599789632,754875.440719772,0.2227599999997,0.1597399999997,2020.23440934426,2020.29742934426,239200000,NA,Liège,Liège,4820,4800
