X,node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
1,43,44,0.06330543627,654728.967733149,754324.289124876,648263.573037608,748061.795991097,0.06330543627,0,2020.07466934426,2020.13797478053,183600000,NA,Liège,Liège,4880,4633
3,44,45,0.02047456373,648263.573037608,748061.795991097,648170.091876392,748330.370256442,0.08378,0.06330543627,2020.13797478053,2020.15844934426,183600000,NA,Liège,Liège,4633,4633
4,45,47,0.0018,648170.091876392,748330.370256442,648382.58615741,748398.741048848,0.08558,0.08378,2020.15844934426,2020.16024934426,183600000,NA,Liège,Liège,4633,4633
5,47,48,0.0018,648382.58615741,748398.741048848,648382.58615741,748398.741048848,0.08738,0.08558,2020.16024934426,2020.16204934426,183600000,NA,Liège,Liège,4633,4633
6,48,49,0.00167,648382.58615741,748398.741048848,643492.105889747,766648.124905927,0.08905,0.08738,2020.16204934426,2020.16371934426,183600000,NA,Liège,Liège,4633,4837
7,48,51,0.01998,648382.58615741,748398.741048848,648741.536965465,748554.540893108,0.10736,0.08738,2020.16204934426,2020.18202934426,183600000,NA,Liège,Liège,4633,4633
8,49,10,0.000215081967299996,643492.105889747,766648.124905927,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,183600000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4837,4837
9,49,50,0.01114,643492.105889747,766648.124905927,646492.143649535,761899.833788575,0.10019,0.08905,2020.16371934426,2020.17485934426,183600000,NA,Liège,Liège,4837,4830
12,51,52,0.01366,648741.536965465,748554.540893108,645785.474016533,752027.717066975,0.12102,0.10736,2020.18202934426,2020.19568934426,183600000,NA,Liège,Liège,4633,4650
13,51,62,0.00184999999999999,648741.536965465,748554.540893108,646082.469303503,751964.573023977,0.10921,0.10736,2020.18202934426,2020.18387934426,183600000,NA,Liège,Liège,4633,4651
14,52,53,0.03044,645785.474016533,752027.717066975,642407.85766984,755609.63540726,0.15146,0.12102,2020.19568934426,2020.22612934426,183600000,NA,Liège,Liège,4650,4800
17,53,13,0.01977229508,642407.85766984,755609.63540726,639980.801228331,731901.453843815,0.17123229508,0.15146,2020.22612934426,2020.24590163934,183600000,hCoV-19/Belgium/ULG-10032/2020|EPI_ISL_421206|2020-03-31|Europe,Liège,Liège,4800,4100
18,54,56,0.00820000000000001,646082.469303503,751964.573023977,645000.384765732,751186.056596266,0.13107,0.12287,2020.19753934426,2020.20573934426,183600000,NA,Liège,Liège,4651,4650
20,56,57,0.02205,645000.384765732,751186.056596266,645122.517407633,751124.36116104,0.15312,0.13107,2020.20573934426,2020.22778934426,183600000,NA,Liège,Liège,4650,4650
21,57,18,0.03177349727,645122.517407633,751124.36116104,629899.724958203,753687.389572072,0.18489349727,0.15312,2020.22778934426,2020.25956284153,183600000,hCoV-19/Belgium/ULG-10052/2020|EPI_ISL_424657|2020-04-05|Europe,Liège,Liège,4650,4900
23,58,59,0.0003540786357,645071.543278064,751079.123270401,644979.503148197,751094.441188196,0.1551199999997,0.154765921364,2020.22943526562,2020.22978934426,183600000,NA,Liège,Liège,4650,4650
24,58,19,0.06837894202,645071.543278064,751079.123270401,646055.551655708,752851.900523507,0.223144863384,0.154765921364,2020.22943526562,2020.29781420764,183600000,hCoV-19/Belgium/ULG-10165/2020|EPI_ISL_447159|2020-04-19|Europe,Liège,Liège,4650,4800
25,59,20,0.03523797814,644979.503148197,751094.441188196,652017.218647944,739772.244642659,0.1903579781397,0.1551199999997,2020.22978934426,2020.2650273224,183600000,hCoV-19/Belgium/ULG-10132/2020|EPI_ISL_427377|2020-04-07|Europe,Liège,Liège,4650,4040
26,59,60,0.00462000000000001,644979.503148197,751094.441188196,644419.021250174,751347.852842651,0.1597399999997,0.1551199999997,2020.22978934426,2020.23440934426,183600000,NA,Liège,Liège,4650,4650
27,60,21,0.03061797814,644419.021250174,751347.852842651,650522.756497308,732809.047279166,0.1903579781397,0.1597399999997,2020.23440934426,2020.2650273224,183600000,hCoV-19/Belgium/ULG-10120/2020|EPI_ISL_427368|2020-04-07|Europe,Liège,Liège,4650,4430
29,61,23,0.0003848633878,644044.20311574,754885.351567349,643959.049850983,754891.481382912,0.2231448633875,0.2227599999997,2020.29742934426,2020.29781420765,183600000,hCoV-19/Belgium/ULG-10166/2020|EPI_ISL_447160|2020-04-19|Europe,Liège,Liège,4820,4800
32,68,69,0.00223999999999999,659254.327623699,765961.562479189,658025.625758728,766436.900049993,0.17989,0.17765,2020.25231934426,2020.25455934426,183600000,NA,Liège,Liège,4720,4720
33,69,30,0.00227125683000001,658025.625758728,766436.900049993,657927.063427382,766429.439593586,0.18216125683,0.17989,2020.25455934426,2020.25683060109,183600000,hCoV-19/Belgium/ULG-10088/2020|EPI_ISL_424646|2020-04-04|Europe,Liège,Liège,4720,4720
35,70,31,2.12568304900074e-05,656972.29835689,765413.204927385,656989.733276588,765408.717953456,0.18216125683049,0.18214,2020.25680934426,2020.25683060109,183600000,hCoV-19/Belgium/ULG-10089/2020|EPI_ISL_424643|2020-04-04|Europe,Liège,Liège,4720,4720
36,70,71,0.00273000000000001,656972.29835689,765413.204927385,616690.828212772,786869.270101728,0.18487,0.18214,2020.25680934426,2020.25953934426,183600000,NA,Liège,Liège,4720,4760
37,71,32,2.34972676199929e-05,616690.828212772,786869.270101728,615930.806896374,786406.19476851,0.18489349726762,0.18487,2020.25953934426,2020.25956284153,183600000,hCoV-19/Belgium/ULG-10095/2020|EPI_ISL_424651|2020-04-05|Europe,Liège,Liège,4760,4760
38,76,38,3.38251365699926e-05,643619.435874064,764051.475294145,657756.666499265,766398.224798955,0.23407382513657,0.23404,2020.30870934426,2020.3087431694,183600000,hCoV-19/Belgium/rega-0423297/2020|EPI_ISL_462151|2020-04-23|Europe,Liège,Liège,4837,4720
39,76,37,3.38251365699926e-05,643619.435874064,764051.475294145,643573.62792719,764022.906105609,0.23407382513657,0.23404,2020.30870934426,2020.3087431694,183600000,hCoV-19/Belgium/rega-0423303/2020|EPI_ISL_462157|2020-04-23|Europe,Liège,Liège,4837,4837
40,77,39,1.43715847500114e-05,629454.752336479,780559.021461679,629383.608723973,780412.343117795,0.14937437158545,0.1493600000007,2020.22402934426,2020.22404371585,183600000,hCoV-19/Belgium/ULG-0184/2020|EPI_ISL_447127|2020-03-23|Europe,Liège,Liège,4750,4750
41,77,78,0.04295,629454.752336479,780559.021461679,646612.125081368,769313.464565602,0.1923100000007,0.1493600000007,2020.22402934426,2020.26697934426,183600000,NA,Liège,Liège,4750,4700
42,78,40,0.02537038251,646612.125081368,769313.464565602,646676.26063107,769230.677102087,0.2176803825107,0.1923100000007,2020.26697934426,2020.29234972677,183600000,hCoV-19/Belgium/ULG-10145/2020|EPI_ISL_447137|2020-04-17|Europe,Liège,Liège,4700,4700
45,159,160,0.01093108566,646354.326515435,738037.027711598,646331.383921209,738058.640535417,0.0258112667387,0.0148801810787,2020.16238715714,2020.1733182428,183600000,NA,Liège,Liège,4030,4030
46,160,161,0.000371101413800007,646331.383921209,738058.640535417,646321.932262246,738067.023565703,0.0261823681525,0.0258112667387,2020.1733182428,2020.17368934422,183600000,NA,Liège,Liège,4030,4030
47,160,163,0.000371101413800007,646331.383921209,738058.640535417,646321.932262246,738067.023565703,0.0261823681525,0.0258112667387,2020.1733182428,2020.17368934422,183600000,NA,Liège,Liège,4030,4030
48,161,104,0.07221229508,646321.932262246,738067.023565703,646132.810102175,738277.032547647,0.0983946632325,0.0261823681525,2020.17368934422,2020.2459016393,183600000,hCoV-19/Belgium/ULG-10022/2020|EPI_ISL_421197|2020-03-31|Europe,Liège,Liège,4030,4032
49,163,164,0.005785979926,646321.932262246,738067.023565703,646646.395894652,738044.707572807,0.0319683480785,0.0261823681525,2020.17368934422,2020.17947532414,183600000,NA,Liège,Liège,4030,4030
50,164,107,0.000852544663600019,646646.395894652,738044.707572807,655785.576024882,739659.33861325,0.0328208927421,0.0319683480785,2020.17947532414,2020.18032786881,183600000,hCoV-19/Belgium/ULG-3662/2020|EPI_ISL_417008|2020-03-07|Europe,Liège,Liège,4030,4680
51,164,165,0.000844020073500013,646646.395894652,738044.707572807,646631.243018972,737697.138182656,0.032812368152,0.0319683480785,2020.17947532414,2020.18031934422,183600000,NA,Liège,Liège,4030,4030
53,165,108,8.52459005198924e-06,646631.243018972,737697.138182656,655932.466000544,737308.37033504,0.032820892742052,0.032812368152,2020.18031934422,2020.18032786881,183600000,hCoV-19/Belgium/ULG-3665/2020|EPI_ISL_417009|2020-03-07|Europe,Liège,Liège,4030,4680
54,202,203,0.000409999999999994,632084.97614347,738185.176114615,632052.537847824,738068.563441906,0.000409999999999994,0,2020.57898934424,2020.57939934424,183600000,NA,Liège,Liège,4140,4140
55,203,198,0.1364476503,632052.537847824,738068.563441906,633513.690243115,737086.28018676,0.1368576503,0.000409999999999994,2020.57939934424,2020.71584699454,183600000,hCoV-19/Belgium/ULG-10751/2020|EPI_ISL_641593|2020-09-19|Europe,Liège,Liège,4140,4140
56,203,204,0.00803000000000001,632052.537847824,738068.563441906,632269.831364926,738887.107844431,0.00844,0.000409999999999994,2020.57939934424,2020.58742934424,183600000,NA,Liège,Liège,4140,4140
57,204,205,0.0278,632269.831364926,738887.107844431,631877.141323717,739198.580724573,0.03624,0.00844,2020.58742934424,2020.61522934424,183600000,NA,Liège,Liège,4140,4140
58,205,200,0.002256994535,631877.141323717,739198.580724573,632368.981563604,744233.438503704,0.038496994535,0.03624,2020.61522934424,2020.61748633878,183600000,hCoV-19/Belgium/ULG-10423/2020|EPI_ISL_581584|2020-08-14|Europe,Liège,Liège,4140,4140
59,205,201,0.002256994535,631877.141323717,739198.580724573,631525.785674833,738680.024953202,0.038496994535,0.03624,2020.61522934424,2020.61748633878,183600000,hCoV-19/Belgium/ULG-10424/2020|EPI_ISL_581583|2020-08-14|Europe,Liège,Liège,4140,4140
61,251,252,0.0007598898608,637301.077707457,728336.203367075,637323.681008512,728317.852035765,0.0007598898608,0,2020.15731945442,2020.15807934428,183600000,NA,Liège,Liège,4121,4121
62,252,253,0.10967,637323.681008512,728317.852035765,637339.983570301,728328.346543416,0.1104298898608,0.0007598898608,2020.15807934428,2020.26774934428,183600000,NA,Liège,Liège,4121,4121
64,253,213,1.02185792300036e-05,637339.983570301,728328.346543416,644941.349307189,756717.790564102,0.11044010844003,0.1104298898608,2020.26774934428,2020.26775956286,183600000,hCoV-19/Belgium/ULG-10139/2020|EPI_ISL_427384|2020-04-08|Europe,Liège,Liège,4121,4821
65,253,214,1.02185792300036e-05,637339.983570301,728328.346543416,637348.056987467,728311.149762409,0.11044010844003,0.1104298898608,2020.26774934428,2020.26775956286,183600000,hCoV-19/Belgium/ULG-10138/2020|EPI_ISL_427383|2020-04-08,Liège,Liège,4121,4121
66,254,255,0.000172485273999989,634329.374739701,725936.110802212,634334.453623643,725955.583395335,0.00789988986079998,0.00772740458679999,2020.16504685901,2020.16521934428,183600000,NA,Liège,Liège,4550,4550
67,254,256,0.000172485273999989,634329.374739701,725936.110802212,634334.453623643,725955.583395335,0.00789988986079998,0.00772740458679999,2020.16504685901,2020.16521934428,183600000,NA,Liège,Liège,4550,4550
70,256,257,0.03412972583,634334.453623643,725955.583395335,634493.410546155,725835.370205532,0.0420296156908,0.00789988986079998,2020.16521934428,2020.19934907011,183600000,NA,Liège,Liège,4550,4550
73,259,218,0.03328229508,644077.428884396,732575.328203406,643960.718802686,732651.580478291,0.0885821849368,0.0552998898568,2020.21261934428,2020.24590163936,183600000,hCoV-19/Belgium/ULG-10041/2020|EPI_ISL_427347|2020-03-31|Europe,Liège,Liège,4102,4102
74,259,260,0.03327,644077.428884396,732575.328203406,651958.616979867,762662.679436007,0.0885698898568,0.0552998898568,2020.21261934428,2020.24588934428,183600000,NA,Liège,Liège,4102,4840
75,260,220,1.22950819900214e-05,651958.616979867,762662.679436007,651956.927472715,762674.848939911,0.08858218493879,0.0885698898568,2020.24588934428,2020.24590163936,183600000,hCoV-19/Belgium/ULG-10004/2020|EPI_ISL_421184|2020-03-31|Europe,Liège,Liège,4840,4840
76,260,219,0.01913797814,651958.616979867,762662.679436007,644629.381465632,742947.210973263,0.1077078679968,0.0885698898568,2020.24588934428,2020.26502732242,183600000,hCoV-19/Belgium/ULG-10125/2020|EPI_ISL_427390|2020-04-07|Europe,Liège,Liège,4840,4623
77,261,222,0.01284540984,634496.413082982,725790.387302209,641853.003867354,737438.687762229,0.0557952996968,0.0429498898568,2020.20026934428,2020.21311475412,183600000,hCoV-19/Belgium/ULG-8578/2020|EPI_ISL_418638|2020-03-19|Europe,Liège,Liège,4550,4053
78,261,221,0.03470333333,634496.413082982,725790.387302209,638286.95104289,712287.472478975,0.0776532231868,0.0429498898568,2020.20026934428,2020.23497267761,183600000,hCoV-19/Belgium/DV-0327353/2020|EPI_ISL_462207|2020-03-27|Europe,Liège,Liège,4550,4520
79,262,263,0.00190000000000001,653568.274423597,708777.744620163,653588.9201939,708727.449238089,0.0156298898608,0.0137298898608,2020.17104934428,2020.17294934428,183600000,NA,Liège,Liège,4257,4257
80,263,265,0.00190000000000001,653588.9201939,708727.449238089,653588.9201939,708727.449238089,0.0175298898608,0.0156298898608,2020.17294934428,2020.17484934428,183600000,NA,Liège,Liège,4257,4257
